Season,DayNum,WTeamID,WScore,LTeamID,LScore,WLoc,NumOT,WOffRating,LOffRating,WTempo,LTempo,WfgEff,LfgEff,WftRate,LftRate,Wwab,Lwab,WThreepg,LThreepg,WFTPG,LFTPG,WPDiffPG,LPDiffPG,WOffRank,LOffRank,WDefRank,LDefRank
2016,143,1242,79,1268,63,N,0,120.0,116.2,69.0,67.4,55.7404,55.2243,38.56607,36.93931,11.6,4.0,8.121212121212121,7.75,15.878787878787879,14.78125,12.696969696969697,9.125,10.0,24.0,3.0,32.0
2016,143,1328,77,1401,63,N,0,117.9,113.8,69.8,67.1,54.3371,51.2455,32.98876,38.08877,8.0,5.2,10.4375,7.676470588235294,14.71875,14.941176470588236,9.96875,10.382352941176471,16.0,37.0,17.0,9.0
2016,143,1332,82,1181,68,N,0,119.1,121.9,68.1,67.7,52.2748,53.7237,40.25735,40.56206,6.7,4.2,7.0,9.272727272727273,16.939393939393938,17.333333333333332,9.151515151515152,9.393939393939394,13.0,4.0,37.0,86.0
2016,143,1437,92,1274,69,N,0,122.8,119.4,66.0,65.9,56.0525,54.2216,34.0899,40.73879,8.9,6.9,8.558823529411764,6.84375,15.176470588235293,16.46875,13.264705882352942,8.8125,3.0,11.0,5.0,42.0
2016,144,1314,101,1231,86,N,0,124.4,121.7,70.5,68.2,52.5966,58.6775,32.25303,33.87414,8.5,3.2,5.382352941176471,9.875,15.294117647058824,14.03125,12.705882352941176,13.375,1.0,6.0,21.0,59.0
2016,144,1323,61,1458,56,N,0,120.6,110.1,64.6,63.3,54.0157,48.5394,32.85994,37.976,2.3,0.4,7.34375,6.59375,14.0625,15.34375,5.125,4.3125,9.0,89.0,158.0,13.0
2016,144,1393,63,1211,60,N,0,112.7,116.3,65.0,67.3,50.024,55.2032,35.35062,34.39049,-0.3,2.1,8.75,7.78125,13.59375,15.71875,4.5,12.75,50.0,22.0,18.0,27.0
2016,144,1438,84,1235,71,N,0,120.6,121.2,61.3,71.2,54.7862,57.1329,32.07739,26.07689,8.7,3.6,6.0,8.28125,12.909090909090908,11.1875,10.696969696969697,6.875,8.0,7.0,7.0,91.0
2016,145,1328,80,1332,68,N,0,117.9,119.1,69.8,68.1,54.3371,52.2748,32.98876,40.25735,8.0,6.7,10.4375,7.0,14.71875,16.939393939393938,9.96875,9.151515151515152,16.0,13.0,17.0,37.0
2016,145,1437,64,1242,59,N,0,122.8,120.0,66.0,69.0,56.0525,55.7404,34.0899,38.56607,8.9,11.6,8.558823529411764,8.121212121212121,15.176470588235293,15.878787878787879,13.264705882352942,12.696969696969697,3.0,10.0,5.0,3.0
2016,146,1314,88,1323,74,N,0,124.4,120.6,70.5,64.6,52.5966,54.0157,32.25303,32.85994,8.5,2.3,5.382352941176471,7.34375,15.294117647058824,14.0625,12.705882352941176,5.125,1.0,9.0,21.0,158.0
2016,146,1393,68,1438,62,N,0,112.7,120.6,65.0,61.3,50.024,54.7862,35.35062,32.07739,-0.3,8.7,8.75,6.0,13.59375,12.909090909090908,4.5,10.696969696969697,50.0,8.0,18.0,7.0
2016,152,1314,83,1393,66,N,0,124.4,112.7,70.5,65.0,52.5966,50.024,32.25303,35.35062,8.5,-0.3,5.382352941176471,8.75,15.294117647058824,13.59375,12.705882352941176,4.5,1.0,50.0,21.0,18.0
2016,152,1437,95,1328,51,N,0,122.8,117.9,66.0,69.8,56.0525,54.3371,34.0899,32.98876,8.9,8.0,8.558823529411764,10.4375,15.176470588235293,14.71875,13.264705882352942,9.96875,3.0,16.0,5.0,17.0
2016,154,1437,77,1314,74,N,0,122.8,124.4,66.0,70.5,56.0525,52.5966,34.0899,32.25303,8.9,8.5,8.558823529411764,5.382352941176471,15.176470588235293,15.294117647058824,13.264705882352942,12.705882352941176,3.0,1.0,5.0,21.0
2017,134,1243,95,1448,88,N,0,113.0,120.9,66.2,70.7,52.7084439723845,54.0664961636829,41.157727031333,40.7161125319693,1.7,1.3,7.090909090909091,8.09375,15.121212121212121,18.4375,4.787878787878788,4.75,42.0,7.0,33.0,176.0
2017,134,1291,67,1309,66,N,0,99.5,101.3,66.8,66.2,50.9610520991401,50.2234993614304,32.3722812341932,42.7841634738186,-7.9,-6.3,7.235294117647059,4.214285714285714,12.205882352941176,16.678571428571427,-0.2647058823529412,1.3214285714285714,269.0,235.0,151.0,107.0
2017,135,1413,67,1300,63,N,0,97.8,102.2,68.9,66.7,48.3879492600423,51.2849162011173,40.8033826638478,34.1899441340782,-7.5,-5.1,6.125,7.3,15.125,13.833333333333334,0.5,9.433333333333334,293.0,214.0,115.0,109.0
2017,135,1425,75,1344,71,N,0,114.2,108.5,68.7,66.2,52.1972884525479,51.4484679665738,36.7928938756428,38.050139275766,1.3,0.6,7.848484848484849,7.1875,16.484848484848484,14.375,5.515151515151516,3.625,38.0,101.0,91.0,40.0
2017,136,1112,100,1315,82,N,0,118.4,103.6,66.0,71.5,53.662109375,53.4051222351572,40.52734375,36.0884749708964,7.9,-5.3,6.735294117647059,6.821428571428571,17.11764705882353,15.785714285714286,10.823529411764707,4.392857142857143,15.0,188.0,29.0,157.0
2017,136,1139,76,1457,64,N,0,117.7,106.1,65.9,71.1,54.6101159114858,53.4909290819131,37.0916754478398,38.1528312259483,5.5,-1.8,7.645161290322581,9.7,15.03225806451613,16.4,7.903225806451613,8.1,20.0,144.0,49.0,103.0
2017,136,1196,80,1190,65,N,0,116.9,108.0,69.0,70.1,51.5337423312883,55.8536585365854,40.1604530438886,42.8726287262873,6.3,-0.7,7.75,7.5,17.34375,17.03125,11.71875,10.1875,25.0,106.0,5.0,48.0
2017,136,1199,86,1195,80,N,0,115.5,109.4,71.3,65.9,53.7045666356011,53.7824406405301,38.3970177073625,33.7382661512976,5.9,-1.7,6.878787878787879,6.266666666666667,16.060606060606062,13.7,11.181818181818182,6.066666666666666,31.0,83.0,31.0,168.0
2017,136,1211,66,1355,46,N,0,118.4,110.2,70.1,67.2,56.6418237615081,53.1880108991826,39.0179745725559,39.9455040871935,7.7,-9.8,7.303030303030303,9.21875,16.545454545454547,17.375,23.424242424242426,-1.0625,16.0,71.0,1.0,303.0
2017,136,1235,84,1305,73,N,0,119.7,114.6,68.4,69.7,55.032021957914,52.4975984630163,27.6303751143641,41.2584053794428,6.5,1.7,9.969696969696969,9.176470588235293,12.06060606060606,17.441176470588236,8.878787878787879,9.029411764705882,11.0,36.0,42.0,101.0
2017,136,1292,81,1278,72,N,0,112.2,109.7,64.6,69.5,54.1355256601893,48.6745213549337,29.9950174389636,39.5679921453117,2.0,3.7,6.424242424242424,6.151515151515151,11.909090909090908,16.818181818181817,10.909090909090908,6.181818181818182,51.0,77.0,53.0,22.0
2017,136,1321,68,1435,66,N,0,111.3,112.4,65.6,65.8,49.7370936902486,52.1097046413502,30.4971319311663,34.8101265822785,2.0,0.1,7.088235294117647,9.911764705882353,13.411764705882353,14.647058823529411,6.029411764705882,3.1176470588235294,59.0,48.0,32.0,38.0
2017,136,1323,60,1343,58,N,0,118.1,109.0,67.0,63.2,53.6231884057971,53.2012195121951,28.564749883123,24.390243902439,5.9,-0.4,9.411764705882353,9.892857142857142,13.470588235294118,10.357142857142858,8.794117647058824,8.785714285714286,18.0,89.0,61.0,45.0
2017,136,1345,80,1436,70,N,0,117.0,111.1,69.1,64.5,55.6506849315069,55.3484602917342,33.2681017612524,34.2517558076715,5.6,0.7,9.0,6.2727272727272725,15.25,13.242424242424242,12.96875,10.545454545454545,24.0,62.0,23.0,73.0
2017,136,1388,85,1433,77,N,0,118.7,110.1,60.2,68.8,57.7907623817474,50.9512195121951,27.7685030606566,36.4390243902439,3.9,1.3,8.8125,5.794117647058823,10.5625,15.0,15.5,8.264705882352942,14.0,72.0,26.0,41.0
2017,136,1437,76,1291,56,N,0,122.4,99.5,64.1,66.8,57.5205338809035,50.9610520991401,34.958932238193,32.3722812341932,11.1,-7.9,8.823529411764707,7.235294117647059,15.147058823529411,12.205882352941176,14.882352941176471,-0.2647058823529412,3.0,269.0,12.0,151.0
2017,136,1438,76,1423,71,N,0,112.2,118.0,59.2,70.3,52.3861766319254,55.0216242191254,26.0010970927043,30.8024987986545,5.0,1.5,7.0,9.5,9.78125,13.4375,10.96875,9.03125,50.0,19.0,2.0,193.0
2017,136,1452,86,1137,80,N,0,116.5,109.7,69.9,70.0,51.2858979854265,55.3289138194799,38.8769824260609,37.2259051504335,6.4,-2.1,7.5588235294117645,8.147058823529411,16.41176470588235,14.117647058823529,15.647058823529411,8.794117647058824,26.0,78.0,4.0,83.0
2017,136,1458,84,1439,74,N,0,115.1,117.3,63.4,68.4,52.0833333333333,56.9222283507998,32.9119850187266,40.8714837286266,5.1,3.3,7.5588235294117645,8.84375,11.970588235294118,16.40625,10.529411764705882,4.84375,33.0,21.0,9.0,156.0
2017,136,1462,76,1268,65,N,0,115.7,113.1,67.2,67.2,51.8854748603352,52.4465691788526,41.0614525139665,38.4701912260967,1.6,3.7,7.029411764705882,8.32258064516129,16.058823529411764,15.03225806451613,3.264705882352941,5.0,29.0,41.0,67.0,64.0
2017,137,1116,77,1371,71,N,0,116.1,109.4,69.7,67.5,51.4081255771006,49.9743194658449,38.0886426592798,37.6476630713919,3.9,2.7,6.529411764705882,6.125,17.794117647058822,14.3125,5.794117647058823,3.125,28.0,84.0,76.0,34.0
2017,137,1124,91,1308,73,N,0,117.1,110.5,63.7,67.9,52.432575356954,52.6973310618966,33.8445267054469,43.2708688245315,7.9,-0.3,6.612903225806452,7.4,13.451612903225806,17.7,8.580645161290322,9.366666666666667,23.0,70.0,16.0,124.0
2017,137,1153,75,1243,61,N,0,114.9,113.0,63.5,66.2,52.0075578649032,52.7084439723845,32.4988190836089,41.157727031333,5.6,1.7,7.411764705882353,7.090909090909091,13.176470588235293,15.121212121212121,13.647058823529411,4.787878787878788,34.0,42.0,15.0,33.0
2017,137,1181,87,1407,65,N,0,121.0,109.7,68.3,68.1,54.7552447552448,51.5515515515516,39.2540792540793,40.0900900900901,8.6,-8.1,8.228571428571428,8.147058823529411,17.114285714285714,16.705882352941178,10.82857142857143,3.6176470588235294,6.0,79.0,47.0,232.0
2017,137,1242,100,1413,62,N,0,121.9,97.8,70.2,68.9,56.0875512995896,48.3879492600423,35.9781121751026,40.8033826638478,11.0,-7.5,8.71875,6.125,14.875,15.125,10.34375,0.5,5.0,293.0,24.0,115.0
2017,137,1246,79,1297,70,N,0,119.1,106.8,72.0,68.0,52.9006677796327,52.4185068349106,40.9432387312187,36.4879074658254,9.0,-4.9,7.0588235294117645,8.75,18.529411764705884,14.4375,14.352941176470589,3.03125,12.0,130.0,7.0,178.0
2017,137,1257,78,1240,63,N,0,117.2,105.8,67.9,63.6,51.3422818791946,52.6166097838453,33.9405560882071,33.3902161547213,6.9,-8.1,7.125,7.1875,14.59375,12.96875,11.6875,0.875,22.0,147.0,8.0,186.0
2017,137,1276,92,1329,91,N,0,122.3,126.0,63.1,70.4,56.9605009633911,53.9818548387097,30.0578034682081,37.3991935483871,3.8,3.3,9.371428571428572,9.0,12.857142857142858,18.419354838709676,9.257142857142858,7.225806451612903,4.0,1.0,69.0,155.0
2017,137,1277,78,1274,58,N,0,111.4,109.9,66.9,63.0,54.0477426050856,50.9722222222222,33.4717176959004,34.2777777777778,0.4,2.9,7.848484848484849,6.40625,12.363636363636363,13.46875,3.3636363636363638,5.6875,58.0,76.0,37.0,25.0
2017,137,1314,103,1411,64,N,0,,,,,,,,,,,,,,,,,,,,
2017,137,1332,93,1233,77,N,0,118.2,110.8,67.0,70.6,55.4900181488203,53.3642691415313,34.437386569873,30.9976798143852,6.0,-5.8,8.606060606060606,9.764705882352942,14.121212121212121,14.764705882352942,13.303030303030303,4.117647058823529,17.0,67.0,17.0,211.0
2017,137,1348,84,1166,72,N,0,111.5,115.3,66.4,71.2,50.7680872150644,57.6081672338357,39.197224975223,27.9533300923675,0.4,4.3,6.2727272727272725,8.696969696969697,14.969696969696969,11.515151515151516,8.484848484848484,8.93939393939394,57.0,32.0,30.0,46.0
2017,137,1376,93,1266,73,N,0,108.9,120.8,68.6,70.1,47.2769953051643,57.5436739015352,40.3286384976526,30.9687665431445,1.7,0.6,6.645161290322581,10.483870967741936,16.322580645161292,14.35483870967742,6.935483870967742,7.516129032258065,91.0,8.0,3.0,165.0
2017,137,1417,97,1245,80,N,0,,,,,,,,,,,,,,,,,,,,
2017,137,1425,66,1374,65,N,0,114.2,119.8,68.7,63.5,52.1972884525479,54.5971074380165,36.7928938756428,36.0020661157025,1.3,6.4,7.848484848484849,8.147058823529411,16.484848484848484,14.029411764705882,5.515151515151516,14.705882352941176,38.0,10.0,91.0,27.0
2017,137,1455,64,1173,58,N,0,,,,,,,,,,,,,,,,,,,,
2017,138,1112,69,1388,60,N,0,118.4,118.7,66.0,60.2,53.662109375,57.7907623817474,40.52734375,27.7685030606566,7.9,3.9,6.735294117647059,8.8125,17.11764705882353,10.5625,10.823529411764707,15.5,15.0,14.0,29.0,26.0
2017,138,1139,74,1292,65,N,0,117.7,112.2,65.9,64.6,54.6101159114858,54.1355256601893,37.0916754478398,29.9950174389636,5.5,2.0,7.645161290322581,6.424242424242424,15.03225806451613,11.909090909090908,7.903225806451613,10.909090909090908,20.0,51.0,49.0,53.0
2017,138,1196,65,1438,39,N,0,116.9,112.2,69.0,59.2,51.5337423312883,52.3861766319254,40.1604530438886,26.0010970927043,6.3,5.0,7.75,7.0,17.34375,9.78125,11.71875,10.96875,25.0,50.0,5.0,2.0
2017,138,1211,79,1321,73,N,0,118.4,111.3,70.1,65.6,56.6418237615081,49.7370936902486,39.0179745725559,30.4971319311663,7.7,2.0,7.303030303030303,7.088235294117647,16.545454545454547,13.411764705882353,23.424242424242426,6.029411764705882,16.0,59.0,1.0,32.0
2017,138,1345,80,1235,76,N,0,117.0,119.7,69.1,68.4,55.6506849315069,55.032021957914,33.2681017612524,27.6303751143641,5.6,6.5,9.0,9.969696969696969,15.25,12.06060606060606,12.96875,8.878787878787879,24.0,11.0,23.0,42.0
2017,138,1452,83,1323,71,N,0,116.5,118.1,69.9,67.0,51.2858979854265,53.6231884057971,38.8769824260609,28.564749883123,6.4,5.9,7.5588235294117645,9.411764705882353,16.41176470588235,13.470588235294118,15.647058823529411,8.794117647058824,26.0,18.0,4.0,61.0
2017,138,1458,65,1437,62,N,0,115.1,122.4,63.4,64.1,52.0833333333333,57.5205338809035,32.9119850187266,34.958932238193,5.1,11.1,7.5588235294117645,8.823529411764707,11.970588235294118,15.147058823529411,10.529411764705882,14.882352941176471,33.0,3.0,9.0,12.0
2017,138,1462,91,1199,66,N,0,115.7,115.5,67.2,71.3,51.8854748603352,53.7045666356011,41.0614525139665,38.3970177073625,1.6,5.9,7.029411764705882,6.878787878787879,16.058823529411764,16.060606060606062,3.264705882352941,11.181818181818182,29.0,31.0,67.0,31.0
2017,139,1124,82,1425,78,N,0,117.1,114.2,63.7,68.7,52.432575356954,52.1972884525479,33.8445267054469,36.7928938756428,7.9,1.3,6.612903225806452,7.848484848484849,13.451612903225806,16.484848484848484,8.580645161290322,5.515151515151516,23.0,38.0,16.0,91.0
2017,139,1242,90,1277,70,N,0,121.9,111.4,70.2,66.9,56.0875512995896,54.0477426050856,35.9781121751026,33.4717176959004,11.0,0.4,8.71875,7.848484848484849,14.875,12.363636363636363,10.34375,3.3636363636363638,5.0,58.0,24.0,37.0
2017,139,1246,65,1455,62,N,0,,,,,,,,,,,,,,,,,,,,
2017,139,1276,73,1257,69,N,0,122.3,117.2,63.1,67.9,56.9605009633911,51.3422818791946,30.0578034682081,33.9405560882071,3.8,6.9,9.371428571428572,7.125,12.857142857142858,14.59375,9.257142857142858,11.6875,4.0,22.0,69.0,8.0
2017,139,1314,72,1116,65,N,0,120.7,116.1,71.3,69.7,51.6543402101985,51.4081255771006,34.3324250681199,38.0886426592798,8.3,3.9,7.242424242424242,6.529411764705882,15.393939393939394,17.794117647058822,13.424242424242424,5.794117647058823,9.0,28.0,11.0,76.0
2017,139,1332,75,1348,72,N,0,118.2,111.5,67.0,66.4,55.4900181488203,50.7680872150644,34.437386569873,39.197224975223,6.0,0.4,8.606060606060606,6.2727272727272725,14.121212121212121,14.969696969696969,13.303030303030303,8.484848484848484,17.0,57.0,17.0,30.0
2017,139,1376,88,1181,81,N,0,108.9,121.0,68.6,68.3,47.2769953051643,54.7552447552448,40.3286384976526,39.2540792540793,1.7,8.6,6.645161290322581,8.228571428571428,16.322580645161292,17.114285714285714,6.935483870967742,10.82857142857143,91.0,6.0,3.0,47.0
2017,139,1417,79,1153,67,N,0,124.0,114.9,72.6,63.5,59.7844827586207,52.0075578649032,26.8103448275862,32.4988190836089,6.7,5.6,9.909090909090908,7.411764705882353,13.0,13.176470588235293,15.030303030303031,13.647058823529411,2.0,34.0,85.0,15.0
2017,143,1211,61,1452,58,N,0,118.4,116.5,70.1,69.9,56.6418237615081,51.2858979854265,39.0179745725559,38.8769824260609,7.7,6.4,7.303030303030303,7.5588235294117645,16.545454545454547,16.41176470588235,23.424242424242426,15.647058823529411,16.0,26.0,1.0,4.0
2017,143,1242,98,1345,66,N,0,121.9,117.0,70.2,69.1,56.0875512995896,55.6506849315069,35.9781121751026,33.2681017612524,11.0,5.6,8.71875,9.0,14.875,15.25,10.34375,12.96875,5.0,24.0,24.0,23.0
2017,143,1332,69,1276,68,N,0,118.2,122.3,67.0,63.1,55.4900181488203,56.9605009633911,34.437386569873,30.0578034682081,6.0,3.8,8.606060606060606,9.371428571428572,14.121212121212121,12.857142857142858,13.303030303030303,9.257142857142858,17.0,4.0,17.0,69.0
2017,143,1462,73,1112,71,N,0,115.7,118.4,67.2,66.0,51.8854748603352,53.662109375,41.0614525139665,40.52734375,1.6,7.9,7.029411764705882,6.735294117647059,16.058823529411764,17.11764705882353,3.264705882352941,10.823529411764707,29.0,15.0,67.0,29.0
2017,144,1196,84,1458,83,N,1,116.9,115.1,69.0,63.4,51.5337423312883,52.0833333333333,40.1604530438886,32.9119850187266,6.3,5.1,7.75,7.5588235294117645,17.34375,11.970588235294118,11.71875,10.529411764705882,25.0,33.0,5.0,9.0
2017,144,1246,86,1417,75,N,0,119.1,124.0,72.0,72.6,52.9006677796327,59.7844827586207,40.9432387312187,26.8103448275862,9.0,6.7,7.0588235294117645,9.909090909090908,18.529411764705884,13.0,14.352941176470589,15.030303030303031,12.0,2.0,7.0,85.0
2017,144,1314,92,1139,80,N,0,120.7,117.7,71.3,65.9,51.6543402101985,54.6101159114858,34.3324250681199,37.0916754478398,8.3,5.5,7.242424242424242,7.645161290322581,15.393939393939394,15.03225806451613,13.424242424242424,7.903225806451613,9.0,20.0,11.0,49.0
2017,144,1376,70,1124,50,N,0,108.9,117.1,68.6,63.7,47.2769953051643,52.432575356954,40.3286384976526,33.8445267054469,1.7,7.9,6.645161290322581,6.612903225806452,16.322580645161292,13.451612903225806,6.935483870967742,8.580645161290322,91.0,23.0,3.0,16.0
2017,145,1211,83,1462,59,N,0,118.4,115.7,70.1,67.2,56.6418237615081,51.8854748603352,39.0179745725559,41.0614525139665,7.7,1.6,7.303030303030303,7.029411764705882,16.545454545454547,16.058823529411764,23.424242424242426,3.264705882352941,16.0,29.0,1.0,67.0
2017,145,1332,74,1242,60,N,0,118.2,121.9,67.0,70.2,55.4900181488203,56.0875512995896,34.437386569873,35.9781121751026,6.0,11.0,8.606060606060606,8.71875,14.121212121212121,14.875,13.303030303030303,10.34375,17.0,5.0,17.0,24.0
2017,146,1314,75,1246,73,N,0,120.7,119.1,71.3,72.0,51.6543402101985,52.9006677796327,34.3324250681199,40.9432387312187,8.3,9.0,7.242424242424242,7.0588235294117645,15.393939393939394,18.529411764705884,13.424242424242424,14.352941176470589,9.0,12.0,11.0,7.0
2017,146,1376,77,1196,70,N,0,108.9,116.9,68.6,69.0,47.2769953051643,51.5337423312883,40.3286384976526,40.1604530438886,1.7,6.3,6.645161290322581,7.75,16.322580645161292,17.34375,6.935483870967742,11.71875,91.0,25.0,3.0,5.0
2017,152,1211,77,1376,73,N,0,118.4,108.9,70.1,68.6,56.6418237615081,47.2769953051643,39.0179745725559,40.3286384976526,7.7,1.7,7.303030303030303,6.645161290322581,16.545454545454547,16.322580645161292,23.424242424242426,6.935483870967742,16.0,91.0,1.0,3.0
2017,152,1314,77,1332,76,N,0,120.7,118.2,71.3,67.0,51.6543402101985,55.4900181488203,34.3324250681199,34.437386569873,8.3,6.0,7.242424242424242,8.606060606060606,15.393939393939394,14.121212121212121,13.424242424242424,13.303030303030303,9.0,17.0,11.0,17.0
2017,154,1314,71,1211,65,N,0,120.7,118.4,71.3,70.1,51.6543402101985,56.6418237615081,34.3324250681199,39.0179745725559,8.3,7.7,7.242424242424242,7.303030303030303,15.393939393939394,16.545454545454547,13.424242424242424,23.424242424242426,9.0,16.0,11.0,1.0
2018,134,1347,71,1254,61,N,0,102.9,102.3,63.0,71.6,49.252536038441,52.1255060728745,31.1799252536038,38.663967611336,-6.5,-13.2,7.65625,7.909090909090909,12.71875,15.636363636363637,2.0625,-0.12121212121212122,212.0,220.0,127.0,287.0
2018,134,1382,65,1417,58,N,0,,,,,,,,,,,,,,,,,,,,
2018,135,1393,60,1113,56,N,0,107.0,116.7,62.9,71.3,46.9172932330827,53.75,40.4511278195489,41.3020833333333,-0.4,-1.2,5.848484848484849,8.935483870967742,16.181818181818183,18.64516129032258,3.0,8.193548387096774,135.0,18.0,5.0,123.0
2018,135,1411,64,1300,46,N,0,,,,,,,,,,,,,,,,,,,,
2018,136,1104,86,1439,83,N,0,108.7,115.3,68.7,68.7,51.873417721519,57.6675603217158,41.9240506329114,36.514745308311,-1.1,1.3,6.382352941176471,8.75,15.382352941176471,14.65625,2.3823529411764706,7.96875,106.0,28.0,20.0,70.0
2018,136,1138,89,1112,68,N,0,114.7,118.0,72.7,67.1,54.8059964726631,56.2905641537693,29.8500881834215,36.9945082376435,-1.3,3.8,9.636363636363637,6.911764705882353,13.666666666666666,16.323529411764707,8.181818181818182,9.705882352941176,34.0,15.0,135.0,83.0
2018,136,1181,89,1233,67,N,0,122.4,110.0,69.7,70.7,55.9222027972028,53.8757823784304,34.5716783216783,30.1396244583534,6.6,-7.3,8.303030303030303,9.666666666666666,15.303030303030303,13.696969696969697,15.090909090909092,3.696969696969697,3.0,80.0,9.0,218.0
2018,136,1196,77,1382,62,N,0,114.5,110.8,67.1,69.4,50.7021791767555,51.6334864726902,32.590799031477,40.5308831036243,1.4,1.4,9.125,7.75,14.375,17.40625,6.625,6.90625,41.0,74.0,24.0,74.0
2018,136,1211,68,1422,64,N,0,118.1,104.9,69.4,65.2,57.0101724900487,51.6904384574749,32.0654577620522,25.9904912836767,4.9,-1.6,9.088235294117647,9.612903225806452,13.705882352941176,10.903225806451612,17.38235294117647,8.806451612903226,14.0,174.0,18.0,26.0
2018,136,1222,67,1361,65,N,0,114.6,110.5,68.4,68.8,53.2671829622459,51.6753926701571,32.6234269119071,35.130890052356,2.4,-1.5,8.636363636363637,7.419354838709677,13.636363636363637,14.806451612903226,12.515151515151516,8.64516129032258,38.0,77.0,13.0,30.0
2018,136,1242,76,1335,60,N,0,120.9,103.1,68.8,68.9,57.502113271344,52.8912466843501,27.0498732037194,33.368700265252,8.2,-3.3,10.147058823529411,8.548387096774194,11.117647058823529,13.161290322580646,10.558823529411764,6.096774193548387,5.0,208.0,47.0,72.0
2018,136,1246,78,1172,73,N,0,115.8,117.0,68.8,64.5,51.7966903073286,57.3906083244397,43.9716312056738,24.5997865528282,4.3,-2.9,5.4411764705882355,10.6875,17.176470588235293,11.0625,6.4411764705882355,8.875,24.0,16.0,22.0,120.0
2018,136,1260,64,1274,62,N,0,111.4,112.9,65.5,67.0,57.6638477801269,53.083466241361,32.2410147991543,29.0802764486975,2.0,2.7,7.34375,7.838709677419355,12.34375,11.419354838709678,9.65625,6.129032258064516,63.0,53.0,17.0,48.0
2018,136,1276,61,1285,47,N,0,114.7,108.8,64.9,68.0,53.9069359086918,51.2105263157895,30.684811237928,38.3157894736842,6.9,-1.1,8.970588235294118,5.516129032258065,11.382352941176471,16.548387096774192,10.117647058823529,9.258064516129032,35.0,101.0,3.0,56.0
2018,136,1326,81,1355,73,N,0,116.0,113.8,67.0,70.5,54.0656565656566,54.2676501580611,31.1111111111111,35.3530031612223,4.5,0.6,6.75,10.433333333333334,13.1875,16.733333333333334,9.125,7.733333333333333,23.0,47.0,15.0,150.0
2018,136,1348,83,1328,78,N,1,111.1,114.6,68.4,75.5,51.1450381679389,53.5402521823472,30.0572519083969,33.1716779825412,1.6,1.1,6.8125,9.548387096774194,13.1875,15.935483870967742,8.28125,3.5161290322580645,69.0,37.0,46.0,85.0
2018,136,1371,94,1301,83,N,0,116.9,116.3,69.5,71.4,52.8702363724071,53.3836416747809,35.1664254703329,34.2259006815969,2.5,0.9,7.28125,7.875,14.59375,14.78125,5.6875,6.75,17.0,21.0,62.0,109.0
2018,136,1397,73,1460,47,N,0,114.6,100.6,66.0,68.3,50.7703777335984,48.5796948974224,35.5367793240557,35.3498158863756,6.4,-3.5,7.848484848484849,6.84375,15.878787878787879,14.90625,7.818181818181818,5.15625,36.0,249.0,6.0,51.0
2018,136,1403,70,1372,60,N,0,113.3,104.5,66.7,71.1,52.0038167938931,53.105763850028,39.2652671755725,40.5148293228875,4.7,-1.9,7.03030303030303,7.033333333333333,15.909090909090908,16.266666666666666,10.545454545454545,9.766666666666667,50.0,181.0,4.0,64.0
2018,136,1437,87,1347,61,N,0,127.8,102.9,68.7,63.0,59.5081967213115,49.252536038441,29.4262295081967,31.1799252536038,10.6,-6.5,11.411764705882353,7.65625,13.588235294117647,12.71875,16.176470588235293,2.0625,1.0,212.0,11.0,127.0
2018,137,1120,62,1158,58,N,0,115.4,108.7,72.6,64.9,50.8087535680304,52.734375,39.7716460513796,36.5513392857143,4.3,-2.1,9.75,7.580645161290323,19.375,15.870967741935484,10.0625,5.419354838709677,26.0,105.0,37.0,149.0
2018,137,1139,79,1116,62,N,0,116.2,116.3,67.6,69.7,53.9907192575406,53.7753657385559,26.0788863109049,37.4233128834356,1.7,2.8,8.181818181818182,7.794117647058823,12.515151515151516,15.352941176470589,6.333333333333333,5.5588235294117645,22.0,20.0,45.0,106.0
2018,137,1153,68,1209,53,N,0,,,,,,,,,,,,,,,,,,,,
2018,137,1155,79,1308,68,N,0,114.2,107.9,66.1,68.5,52.9173008625063,51.644908616188,33.4855403348554,29.0861618798956,4.0,1.3,8.3125,7.633333333333334,14.40625,11.566666666666666,7.46875,10.866666666666667,44.0,116.0,7.0,16.0
2018,137,1199,67,1281,54,N,0,114.3,111.9,71.2,65.7,53.2,54.0714704159344,36.9882352941176,38.3128295254833,1.0,0.4,8.0,9.548387096774194,15.258064516129032,15.225806451612904,7.290322580645161,5.193548387096774,43.0,58.0,33.0,43.0
2018,137,1243,69,1166,59,N,0,110.1,115.5,65.6,70.8,52.5691699604743,57.4102175012645,33.7944664031621,26.4542235710673,2.6,2.0,6.9393939393939394,10.35483870967742,13.666666666666666,12.516129032258064,4.484848484848484,8.838709677419354,78.0,25.0,21.0,58.0
2018,137,1267,81,1455,75,N,0,,,,,,,,,,,,,,,,,,,,
2018,137,1277,82,1137,78,N,0,119.2,109.5,67.0,71.4,56.9138276553106,53.9024390243902,35.8717434869739,42.5365853658537,8.0,-3.0,8.393939393939394,7.911764705882353,15.424242424242424,17.823529411764707,16.181818181818183,8.294117647058824,13.0,90.0,10.0,116.0
2018,137,1305,87,1400,83,N,1,120.2,109.5,69.4,65.2,54.781054512958,49.9751243781095,36.2823949955317,32.9850746268657,2.5,1.4,9.705882352941176,7.090909090909091,16.735294117647058,13.06060606060606,10.205882352941176,3.515151515151515,7.0,89.0,108.0,12.0
